tipo;precio;localidad;latitud;longitud;superficie_construida;habitaciones;banyos;antiguedad;conservacion;terraza;jardin;orientacion;garaje;piscina;aire_acondicionado;trastero;ascensor;planta;fecha;detalle_url
Piso;356000;La Vila Joiosa Villajoyosa;38.506471096;-0.230555088;50.0;1.0;1.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;3ª;;https://www.pisos.com/comprar/piso-la_vila_joiosa_villajoyosa_centro-5253361665_109700/
Piso;527000;Benidorm;38.5460855;-0.1515031;130.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;False;False;19ª;2025-12-16;https://www.pisos.com/comprar/piso-poble_de_ponent03502-5255245352_109700/
Piso;592000;Calpe Calp;38.652839885;0.073928994;122.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;14ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5262004086_109700/
Ático;431000;Alicante Alacant;38.3527882;-0.505088;106.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;True;True;True;4ª;2026-02-13;https://www.pisos.com/comprar/atico-san_blas_castillo_de_san_fernando_pau03005-5279191820_109700/
Ático;405500;Alicante Alacant;38.34878872;-0.507555816;98.0;3.0;3.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;True;True;True;4ª;2026-02-13;https://www.pisos.com/comprar/atico-san_blas_castillo_de_san_fernando_pau03005-5283168981_109700/
Piso;430000;Calpe Calp;38.64971594;0.054600968;118.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;1ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5289639479_109700/
Ático;441000;Alicante Alacant;38.34878872;-0.507555816;103.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;True;True;True;4ª;2026-02-13;https://www.pisos.com/comprar/atico-san_blas_castillo_de_san_fernando_pau03005-5294446159_109700/
Piso;540000;Calpe Calp;38.652839885;0.073928994;118.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;8ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5295662170_109700/
Piso;582000;Calpe Calp;38.652839885;0.073928994;124.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;13ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5304678629_109700/
Ático;407500;Alicante Alacant;38.34878872;-0.507555816;107.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;True;True;True;4ª;2026-02-13;https://www.pisos.com/comprar/atico-san_blas_castillo_de_san_fernando_pau03005-5305493376_109700/
Piso;527000;Calpe Calp;38.658052232;0.056188741;124.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;7ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5313066285_109700/
Piso;476000;Calpe Calp;38.671804198;0.058890855;103.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;1ª;;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5319056921_109700/
Piso;442000;Calpe Calp;38.652839885;0.073928994;118.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;1ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5321930178_109700/
Ático;394000;Dénia;38.8338401;0.1122595;87.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;4ª;;https://www.pisos.com/comprar/atico-el_montgo03700-5325194011_109700/
Piso;572000;Calpe Calp;38.652839885;0.073928994;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;11ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5327967113_109700/
Chalet;399900;San Miguel de Salinas;37.978676182;-0.791661913;107.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-10-13;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas_centro_urbano-5334003284_109700/
Piso;184900;San Miguel de Salinas;37.978801548;-0.791802535;65.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-16;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5343346688_109700/
Casa;259900;San Miguel de Salinas;37.978328028;-0.791139632;83.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-15;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-5343738366_109700/
Casa;583500;Alicante Alacant;38.37163;-0.4725275;206.0;5.0;3.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;False;0ª;2026-02-19;https://www.pisos.com/comprar/casa_adosada-garbinet_vistahermosa_vistahermosa03015-5343882510_109700/
Piso;274900;San Miguel de Salinas;37.978676182;-0.791661913;80.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-17;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5345617488_109700/
Chalet;429900;San Miguel de Salinas;37.978801548;-0.791802535;107.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-16;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas_centro_urbano-5350887118_109700/
Piso;185900;San Miguel de Salinas;37.978801548;-0.791802535;67.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;2ª;2025-11-03;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5352894654_109700/
Casa;264900;San Miguel de Salinas;37.978801548;-0.791802535;83.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-07;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-5372879632_109700/
Casa;249900;San Miguel de Salinas;37.978328028;-0.791139632;83.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-14;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-5376051689_109700/
Piso;209900;San Miguel de Salinas;37.978676182;-0.791661913;65.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-13;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5379466667_109700/
Chalet;419900;San Miguel de Salinas;37.978801548;-0.791802535;107.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-09;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas_centro_urbano-5380797211_109700/
Piso;442500;Xàbia Jávea;38.7920651;0.1690244;84.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;2ª;2026-02-18;https://www.pisos.com/comprar/piso-xabia_javea_centro03730-5388960580_109700/
Casa;264900;San Miguel de Salinas;37.979217675;-0.792286853;83.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-10;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-5390293895_109700/
Piso;209900;San Miguel de Salinas;37.979217675;-0.792286853;65.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;1ª;2025-10-22;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5402417897_109700/
Piso;194900;San Miguel de Salinas;37.978926913;-0.791943166;65.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-11;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5403820973_109700/
Piso;239900;San Miguel de Salinas;37.978676182;-0.791661913;96.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;2ª;2025-10-15;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5405426693_109700/
Casa;244900;San Miguel de Salinas;37.978926913;-0.791943166;83.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-17;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-5407809701_109700/
Casa;244900;San Miguel de Salinas;37.978926913;-0.791943166;83.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-11-15;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-5410472362_109700/
Chalet;399900;San Miguel de Salinas;37.978926913;-0.791943166;107.0;3.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-08-28;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas_centro_urbano-5410569172_109700/
Piso;188900;San Miguel de Salinas;37.978328028;-0.791139632;65.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;3ª;2025-11-06;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5425885329_109700/
Piso;240900;San Miguel de Salinas;37.978676182;-0.791661913;65.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2025-08-31;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5429721821_109700/
Piso;289900;San Miguel de Salinas;37.978328028;-0.791139632;80.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;4ª;2025-10-10;https://www.pisos.com/comprar/piso-san_miguel_de_salinas_centro_urbano-5430363877_109700/
Piso;340000;Alicante Alacant;38.359082529;-0.504209304;92.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;True;True;False;0ª;;https://www.pisos.com/comprar/piso-san_blas_castillo_de_san_fernando_pau03005-5484389060_109700/
Piso;435000;Alicante Alacant;38.329262275;-0.508950055;138.0;4.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;2ª;2026-02-23;https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03008-5508195627_109700/
Ático;312500;Alicante Alacant;38.359;-0.502315;73.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;True;True;False;4ª;;https://www.pisos.com/comprar/atico-san_blas_castillo_de_san_fernando_pau03005-5508337281_109700/
Ático;360000;Dénia;38.8338401;0.1122595;67.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;4ª;;https://www.pisos.com/comprar/atico-el_montgo03700-5514065265_109700/
Piso;355000;Alicante Alacant;38.335325881;-0.503296301;113.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;1ª;;https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03008-5534827722_109700/
Piso;412000;El Verger;38.851;0.000513506;139.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;1ª;2026-01-20;https://www.pisos.com/comprar/piso-el_verger_centro_urbano-5552258437_109700/
Piso;335000;Alicante Alacant;38.303437645;-0.522343307;109.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;1ª;2026-02-23;https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03008-5584924451_109700/
Piso;618000;Calpe Calp;38.652839885;0.073928994;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;11ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5585585687_109700/
Piso;420320;Dénia;38.8335402;0.1114217;123.0;4.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;0ª;;https://www.pisos.com/comprar/piso-el_montgo03700-5589738119_109700/
Piso;385000;Alicante Alacant;38.336485632;-0.501572363;109.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;1ª;;https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03008-5589832822_109700/
Piso;491000;Calpe Calp;38.652839885;0.073928994;108.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;2ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5592643348_109700/
Apartamento;240000;Alicante Alacant;38.3620716;-0.4840564;95.0;2.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;True;0ª;2026-02-23;https://www.pisos.com/comprar/apartamento-alicante_alacant-5597226682_109700/
Dúplex;737650;Xàbia Jávea;38.7921447;0.1696043;143.0;4.0;3.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;3ª;;https://www.pisos.com/comprar/duplex-xabia_javea_centro03730-5605492372_109700/
Piso;611000;Calpe Calp;38.651015792;0.055435458;118.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;12ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5607509836_109700/
Chalet;1099000;Calpe Calp;38.654981466;0.071032466;284.0;3.0;3.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Exterior;False;False;False;0ª;2025-11-17;https://www.pisos.com/comprar/chalet-la_cometa_carrio_park-5610528065_109700/
Piso;510000;Calpe Calp;38.64971594;0.054600968;118.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;3ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5617867315_109700/
Piso;587000;Calpe Calp;38.655762575;0.057778606;118.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;8ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5621065827_109700/
Piso;503000;Calpe Calp;38.654566956;0.057339231;108.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;4ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5621394380_109700/
Piso;594000;Calpe Calp;38.652839885;0.073928994;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;7ª;;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5626212960_109700/
Apartamento;240000;Alicante Alacant;38.3792017;-0.5013933;95.0;2.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;True;0ª;2026-02-23;https://www.pisos.com/comprar/apartamento-alicante_alacant-5626704933_109700/
Piso;471600;Sant Joan D'alacant;38.4098;-0.433783;134.0;4.0;2.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;4ª;;https://www.pisos.com/comprar/piso-sant_joan_alacant_centro_urbano-5628190563_109700/
Piso;503000;Calpe Calp;38.652839885;0.073928994;108.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;2ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5628350848_109700/
Apartamento;240000;Alicante Alacant;38.3792017;-0.5013933;95.0;2.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;True;0ª;2026-02-23;https://www.pisos.com/comprar/apartamento-alicante_alacant-5629387542_109700/
Piso;532000;Calpe Calp;38.651015792;0.055435458;103.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;1ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5629776282_109700/
Apartamento;240000;Alicante Alacant;38.3620716;-0.4840564;95.0;2.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;True;0ª;2026-02-23;https://www.pisos.com/comprar/apartamento-alicante_alacant-5633482505_109700/
Piso;565000;Calpe Calp;38.651015792;0.055435458;103.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;3ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5633711115_109700/
Piso;551000;Calpe Calp;38.671804198;0.058890855;103.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;2ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5636738129_109700/
Piso;606000;Calpe Calp;38.671804198;0.058890855;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;11ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5638705191_109700/
Piso;522000;Calpe Calp;38.652839885;0.073928994;118.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;5ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5642606879_109700/
Piso;606000;Calpe Calp;38.671804198;0.058890855;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;9ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5644609350_109700/
Piso;498000;Calpe Calp;38.652839885;0.073928994;118.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;3ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5645041267_109700/
Piso;599000;Calpe Calp;38.652839885;0.073928994;118.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;8ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5646304723_109700/
Dúplex;730000;Xàbia Jávea;38.7921243;0.1695382;196.0;4.0;3.0;Desconocida;A estrenar;True;Desconocido;Desconocido;Privado;Sin piscina;False;True;True;3ª;;https://www.pisos.com/comprar/duplex-xabia_javea_centro03730-5647466580_109700/
Piso;498000;Calpe Calp;38.652839885;0.073928994;118.0;2.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;1ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5649412236_109700/
Piso;630000;Calpe Calp;38.657582841;0.055720584;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;13ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5649673190_109700/
Apartamento;245000;Alicante Alacant;38.3620716;-0.4840564;83.0;2.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;True;0ª;;https://www.pisos.com/comprar/apartamento-alicante_alacant-5650853271_109700/
Piso;618000;Calpe Calp;38.671804198;0.058890855;125.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;13ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5650976992_109700/
Piso;599000;Calpe Calp;38.671804198;0.058890855;118.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;10ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5651368743_109700/
Apartamento;240000;Alicante Alacant;38.3620716;-0.4840564;95.0;2.0;2.0;Desconocida;A estrenar;True;Privado;Desconocido;Privado;Sin piscina;False;False;True;0ª;2026-02-23;https://www.pisos.com/comprar/apartamento-alicante_alacant-5653372441_109700/
Piso;623000;Calpe Calp;38.651015792;0.055435458;122.0;3.0;2.0;Desconocida;A estrenar;True;Desconocido;Sur-Este;Privado;Sin piscina;False;True;False;14ª;2025-12-26;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-5664591599_109700/
