nombre;id;detalle_url;latitud;longitud;localidad;region;precio;superficie_construida;superficie_til;superficie_solar;habitaciones;baos;antigedad;conservacin;referencia;armarios_empotrados;carpintera_interior;tipo_suelo;carpintera_exterior;chimenea;cocina_equipada;comedor;lavadero;puerta_blindada;sistema_de_seguridad;terraza;jardn;orientacin;urbanizado;calle_alumbrada;calle_asfaltada;se_aceptan_mascotas;tipo_de_casa;garaje;piscina;gastos_de_comunidad;agua;aire_acondicionado;calefaccin;trastero;amueblado;vidrios_dobles;luz;telfono;adaptado_a_personas_con_movilidad_reducida;gas;no_se_aceptan_mascotas;ascensor;planta;exterior;balcn;soleado;portero_automtico;interior;fecha
Piso en Rafal;57555459126,1065;https://www.pisos.com/comprar/piso-rafal_centro_urbano-57555459126_106500/;38,1022001;-0,8536802;Rafal;Alicante;65.000 €;95 m²;95 m²;;;1.0;;;31908684-E1192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida
Casa en Cabo Roig;57555496741,1005;https://www.pisos.com/comprar/casa-cabo_roig_la_zenia_la_regia-57555496741_100500/;37,91551223;-0,741514899;Orihuela;Alicante;219.000 €;86 m²;73 m²;;3.0;2.0;;;7755X_6225/10913;1;;;;;;;;;;TRUE;TRUE;;True;;;;;;Comunitaria;;TRUE;TRUE;;TRUE;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Puerto;57555506525,1092;https://www.pisos.com/comprar/apartamento-denia_puerto-57555506525_109200/;38,8551743;0,0820327;"D&#xE9;nia";Alicante;210.000 €;50 m²;45 m²;;2.0;1.0;Entre 20 y 30 años;;A 1051 MP;;;;;;TRUE;TRUE;;TRUE;;TRUE;;;;;;;;;Community;;;Hot cold;TRUE;;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Barranc Fondo;57555583648,1065;https://www.pisos.com/comprar/casa-barranc_fondo-57555583648_106500/;38,5840501;-0,1278753;La Nucia;Alicante;425.000 €;200 m²;200 m²;;4.0;2.0;Más de 50 años;;MRT03374;;;;;;;;;;;;TRUE;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;03/12/2025
Casa en Formentera del Segura;57555588476,1065;https://www.pisos.com/comprar/casa-formentera_del_segura_centro_urbano-57555588476_106500/;38,085537505;-0,743407641;Formentera del Segura;Alicante;585.000 €;500 m²;500 m²;;5.0;2.0;;;VBS358;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;19/02/2026
Casa en Pego;57555599662,1087;https://www.pisos.com/comprar/casa-pego_centro_urbano-57555599662_108700/;38,841678905;-0,119038444;Pego;Alicante;233.000 €;248 m²;248 m²;134 m²;5.0;5.0;Entre 10 y 20 años;;38254;;;;;;;;;;;TRUE;;;;;;;;1;;;;TRUE;;;;;;;;;;;;;;;;;24/02/2026
Chalet en La Pedrera;57555602747,1089;https://www.pisos.com/comprar/chalet-la_pedrera_vessanes-57555602747_108900/;38,8279681;0,1000793;"D&#xE9;nia";Alicante;449.000 €;90 m²;;360 m²;3.0;2.0;;;CH-1054;;;;;;TRUE;TRUE;TRUE;TRUE;;;TRUE;TRUE;;;;;;TRUE;-;;;Split;Heat pumps;;TRUE;;;;;;;;;;;;;;29/01/2026
Piso en El Verger;57555693277,1093;https://www.pisos.com/comprar/piso-el_verger_centro_urbano-57555693277_109300/;38,8630245;-0,0036942;El Verger;Alicante;341.000 €;80 m²;;;2.0;2.0;;A estrenar;NB-95839;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;24/02/2026
Chalet en Pilar de la Horadada;57555738439,1066;https://www.pisos.com/comprar/chalet-pilar_de_la_horadada-57555738439_106600/;37,900446566;-0,835025577;Pilar de la Horadada;Alicante;422.500 €;112 m²;112 m²;;3.0;2.0;;;1647;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Banyeres de Mariola;57555750203,1065;https://www.pisos.com/comprar/casa-banyeres_de_mariola-57555750203_106500/;38,726632731;-0,692775249;Banyeres de Mariola;Alicante;480.000 €;436 m²;436 m²;;8.0;4.0;Entre 20 y 30 años;;09793;;;;;;;;;;;;TRUE;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;22/10/2025
"Casa en Urbanizaciones Balc&#xF3; de Finestrat-Terra Marina";57555778618,1085;https://www.pisos.com/comprar/casa-urbanizaciones_balco_de_finestrat_terra_marina-57555778618_108500/;38,546435852;-0,183065004;Finestrat;Alicante;374.900 €;178 m²;74 m²;;2.0;2.0;;;LP134;TRUE;;;;;Americana;;;;;No acristalada;Comunitario;Sur;;;;;;;Privada;;;TRUE;Central;;TRUE;TRUE;;;;;;;;;;;;;05/02/2026
"&#xC1;tico en Playa del Cura";57555789099,1005;https://www.pisos.com/comprar/atico-playa_del_cura03182-57555789099_100500/;37,9772498;-0,6732805;Torrevieja;Alicante;388.000 €;74 m²;55 m²;;2.0;1.0;Menos de 5 años;;N8434/11574;1;;;;;;;;;;TRUE;;;;;;;;;Comunitaria;;TRUE;;;;;;;;;;;TRUE;3ª;;;;;;24/02/2026
Chalet en calle de la Dorada, 3;57555822978,1087;https://www.pisos.com/comprar/chalet-cabo_de_la_huerta-57555822978_108700/;38,3572;-0,412368;Alicante Alacant;Alicante;499.500 €;184 m²;184 m²;;4.0;3.0;Entre 30 y 50 años;;37757;;;;;;;;;;;TRUE;TRUE;;;;;;;1;TRUE;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en La Mata Pueblo;57555838893,1005;https://www.pisos.com/comprar/apartamento-la_mata_distrito03188-57555838893_100500/;38,0285522;-0,6538365;Torrevieja;Alicante;170.000 €;58 m²;49 m²;;2.0;1.0;;;1231/11574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bajo;;;;;;23/09/2025
Apartamento en Les Marines;57555845428,1089;https://www.pisos.com/comprar/apartamento-denia_les_marines03700-57555845428_108900/;38,8546709;0,0736791;"D&#xE9;nia";Alicante;185.000 €;82 m²;;;2.0;1.0;;;C25954;;;;;;TRUE;TRUE;TRUE;;;;;TRUE;;;;;;;Not_available;;;Split;Heat pumps;;;;;;;;;;3ª;TRUE;;;;;17/02/2026
Casa adosada en Daya Vieja;57555876754,1065;https://www.pisos.com/comprar/casa_adosada-daya_vieja_centro_urbano-57555876754_106500/;38,104681373;-0,737772176;Daya Vieja;Alicante;312.000 €;135 m²;135 m²;;3.0;3.0;;;88721515-E-02026;;;;;;;;;;;;;;;;;;Adosada;;TRUE;;;;;;;;;;;;;;;;;;;;09/01/2026
Piso en Cala de Finestrat;57555904898,1005;https://www.pisos.com/comprar/piso-cala_de_villajoyosa-57555904898_100500/;38,5270904;-0,1751594;La Vila Joiosa Villajoyosa;Alicante;369.000 €;81 m²;70 m²;;2.0;2.0;Menos de 5 años;;N9203/853;1;;;;;;;;;;TRUE;TRUE;;;;;;;;Comunitaria;;;TRUE;;;;;;;;;;TRUE;Bajo;;;;;;20/02/2026
"&#xC1;tico en Centre-Port-Platja Llevant";57555967044,1066;https://www.pisos.com/comprar/atico-centre_port_platja_llevant-57555967044_106600/;38,190885666;-0,554215426;Santa Pola;Alicante;157.000 €;55 m²;55 m²;;2.0;1.0;;;34817707-REF-69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Chalet en X&#xE0;bia - J&#xE1;vea";57555995351,1066;https://www.pisos.com/comprar/chalet-xabia_javea-57555995351_106600/;38,7898077;0,1663733;"X&#xE0;bia J&#xE1;vea";Alicante;1.225.000 €;226 m²;226 m²;;4.0;3.0;;;JV923;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Nueva Torrevieja;57556002317,1056;https://www.pisos.com/comprar/casa-torrevieja_nueva_torrevieja03181-57556002317_105600/;37,9849083;-0,6800336;Torrevieja;Alicante;285.000 €;115 m²;;158 m²;3.0;2.0;;;743141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Tamarit-Platja Lissa;57556023528,1066;https://www.pisos.com/comprar/piso-tamarit_platja_lissa-57556023528_106600/;38,190654171;-0,589963694;Santa Pola;Alicante;420.000 €;147 m²;147 m²;;2.0;2.0;Menos de 5 años;;N310U;;;;;;;;;;;TRUE;;;;;;;;;TRUE;;;;;;;;;;;;;TRUE;;;;;;;26/09/2025
Piso en Piteres;57556036952,1047;https://www.pisos.com/comprar/piso-altea_poble03590-57556036952_104700/;38,5973163;-0,0544507;Altea;Alicante;180.000 €;73 m²;;;1.0;1.0;Entre 30 y 50 años;En buen estado;LB111MC;;;;;;;;;;;TRUE;;;;;;;;;;Entre 60 y 80 €;;;;;;;;;;;;;;;True;;;;21/02/2026
"Apartamento en N&#xFA;cleo";57556038484,5269;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo03190-57556038484_526910/;37,861388544;-0,79217698;Pilar de la Horadada;Alicante;259.900 €;79 m²;77 m²;;2.0;2.0;Menos de 5 años;A estrenar;000126;;;;;;TRUE;TRUE;TRUE;;;TRUE;Comunitario;;;;;;;;Comunitaria;;;Frío y calor;;;TRUE;;;;;;;;Principal;;;;;;26/11/2025
Piso en Avenida del Mediterraneo;57556105611,1005;https://www.pisos.com/comprar/piso-platja_de_llevant03503-57556105611_100500/;38,53603486;-0,117581503;Benidorm;Alicante;295.000 €;94 m²;;;4.0;2.0;Más de 50 años;;00870/6742;1;;;;;;;;TRUE;;;TRUE;;;;;;;;;Más de 100 €;TRUE;TRUE;;;;;;;;;;TRUE;1ª;;;;;;24/02/2026
Apartamento en Centro;57556155674,5269;https://www.pisos.com/comprar/apartamento-alfas_del_pi_centro-57556155674_526910/;38,5778055;-0,099702;"L&#x27;alf&#xE0;s del Pi";Alicante;287.000 €;112 m²;90 m²;;2.0;2.0;;En buen estado;000112;;;;;;;;;;;TRUE;Comunitario;;;;;;;;Comunitaria;;;;;;;;;;;;;;Principal;;;;;;09/09/2025
Apartamento en Platja de Ponent;57556231742,1085;https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-57556231742_108500/;38,537686253;-0,15568898;Benidorm;Alicante;2.500.000 €;243 m²;240 m²;;3.0;3.0;;;AP0287;TRUE;;;;;;;;TRUE;;Acristalada;Comunitario;Sur;;;;;;1;Comunitaria;;;TRUE;Eléctrica;;;TRUE;;;;;;TRUE;;TRUE;;;;;15/02/2026
"D&#xFA;plex en Playa Flamenca-Las Piscinas";57556236419,1032;https://www.pisos.com/comprar/duplex-playa_flamenca_las_piscinas-57556236419_103200/;37,94175756;-0,731030706;Orihuela;Alicante;249.900 €;73 m²;;;3.0;2.0;;En buen estado;B-3418;;Madera;Cerámica;;;;;;;;23;;Sureste;;;;;;;TRUE;;;Climatizador;TRUE;TRUE;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Cala de Villajoyosa;57556263771,1056;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-57556263771_105600/;38,525458458;-0,17007815;La Vila Joiosa Villajoyosa;Alicante;597.000 €;122 m²;;;3.0;2.0;;;QPM-N9231;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;18/02/2026
Chalet en Calpe - Calp;57556279699,1065;https://www.pisos.com/comprar/chalet-calpe_calp-57556279699_106500/;38,6382885;0,0305741;Calpe Calp;Alicante;1.995.000 €;356 m²;356 m²;;16.0;4.0;;;MGT77965W;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Avenida de Jaime I;57556311832,1005;https://www.pisos.com/comprar/casa-los_angeles_rabasa_san_agustin_san_agustin03005-57556311832_100500/;38,3637814;-0,5011052;Alicante Alacant;Alicante;342.000 €;196 m²;170 m²;;4.0;4.0;Entre 20 y 30 años;;ABF05355/722;1;;Gres;;;;;;;;TRUE;TRUE;Sur;True;;;;;1;;Entre 20 y 40 €;;TRUE;Central;;;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en calle Apolo;57556368906,1005;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-57556368906_100500/;37,9770598;-0,6782624;Torrevieja;Alicante;150.000 €;93 m²;90 m²;;3.0;2.0;Entre 30 y 50 años;;00634/11574;;;;;;;;;;;;;Oeste;;;;;;;;Más de 100 €;TRUE;TRUE;;;;;;True;;;;TRUE;1ª;;;;;;23/09/2025
Chalet en Centro Urbano;57556400646,1065;https://www.pisos.com/comprar/chalet-centro_urbano-57556400646_106500/;38,8401177;0,1097067;"D&#xE9;nia";Alicante;1.053.000 €;420 m²;420 m²;;5.0;3.0;Entre 30 y 50 años;;250805;;;;;;;;;;;TRUE;TRUE;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;02/09/2025
Chalet en Benissa Costa;57556415199,1093;https://www.pisos.com/comprar/chalet-la_vina_montemar_san_jaime-57556415199_109300/;38,687286712;0,095220297;Benissa;Alicante;675.000 €;241 m²;;1.090 m²;4.0;2.0;;;VBS0590;;;;;TRUE;TRUE;;TRUE;;;TRUE;TRUE;TRUE;;;;;;TRUE;Private;;;Split;Heater;TRUE;TRUE;;;;;;;;;;;;;;18/11/2025
"Piso en L&#x27;Alf&#xE0;s del Pi";57556463444,1065;https://www.pisos.com/comprar/piso-alfas_del_pi-57556463444_106500/;38,5718343;-0,0764873;"L&#x27;alf&#xE0;s del Pi";Alicante;299.000 €;83 m²;83 m²;;2.0;1.0;;;SA-4835;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en N&#xFA;cleo";57556528803,1066;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo-57556528803_106600/;37,8586813;-0,7935622;Pilar de la Horadada;Alicante;270.000 €;109 m²;109 m²;;3.0;2.0;;;394949__COMPLEX__360;;;;;;;;;;;;;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
"&#xC1;tico en Elda";57556559964,1065;https://www.pisos.com/comprar/atico-elda_centro_urbano-57556559964_106500/;38,477402464;-0,794041307;Elda;Alicante;125.000 €;102 m²;102 m²;;3.0;1.0;;;109395137-109395137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Chalet en calle de los Pin&#xF3;s";57556596628,1005;https://www.pisos.com/comprar/chalet-punta_prima_cinuelica_alameda_del_mar03189-57556596628_100500/;37,943851305;-0,71256553;Orihuela;Alicante;560.000 €;150 m²;128 m²;604 m²;4.0;2.0;;;OC-SM-1147/11574;;;;;;;;;;;TRUE;TRUE;Sur;;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;20/02/2026
Chalet adosado en calle Lejona, 62;57556608646,1098;https://www.pisos.com/comprar/chalet_adosado-la_siesta_el_salado_torreta_el_chaparral03184-57556608646_109800/;38,02346;-0,7069472;Torrevieja;Alicante;143.000 €;52 m²;;;2.0;1.0;Entre 20 y 30 años;En buen estado;22495285;;;;;;TRUE;;;;;;;Sur;;True;True;;;;;TRUE;;Frío y calor;;;TRUE;;;;;;;;;;;;;;06/10/2025
Apartamento en Pueblo;57556623494,1005;https://www.pisos.com/comprar/apartamento-guardamar_del_segura_centro-57556623494_100500/;38,084283465;-0,653782752;Guardamar del Segura;Alicante;229.500 €;62 m²;58 m²;;2.0;2.0;Menos de 5 años;;ON8/11574;1;;;;;;;;TRUE;;TRUE;;;;;;;;;;;;;;;;;;;;;;TRUE;1ª;;;;;;28/01/2026
Casa en Alicante-San Vicente del Raspeig;57556623650,1005;https://www.pisos.com/comprar/casa-sant_vicent_del_raspeig_san_vicente_del_raspeig_ce-57556623650_100500/;38,3951695;-0,5240911;Sant Vicent del Raspeig San Vicente del Raspeig;Alicante;197.000 €;95 m²;;;3.0;1.0;Más de 50 años;;RC02633/4360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/01/2026
Apartamento en Playa de San Juan;57556732029,1005;https://www.pisos.com/comprar/apartamento-playas_playa_de_san_juan03540-57556732029_100500/;38,3798625;-0,4101416;Alicante Alacant;Alicante;475.000 €;100 m²;70 m²;;2.0;1.0;Más de 50 años;;mv205190/2469;1;;;;;;;;;;TRUE;TRUE;Este;;;;;;;Comunitaria;Más de 100 €;TRUE;;;TRUE;TRUE;;;;;;;TRUE;1ª;;;;;;02/02/2026
Piso en Rafal;57556796544,1005;https://www.pisos.com/comprar/piso-rafal_centro_urbano-57556796544_100500/;38,104008084;-0,851641409;Rafal;Alicante;99.000 €;117 m²;97 m²;;2.0;2.0;Entre 10 y 20 años;En buen estado;7984;;;Gres;Aluminio;;Cocina amueblada;;TRUE;TRUE;;;Comunitario;Este;;;;;;1;Comunitaria;;;;;;TRUE;TRUE;;;True;;;TRUE;2ª;TRUE;True;TRUE;;;Desconocida_Revisada
Casa en El Verger;57556801487,1067;https://www.pisos.com/comprar/casa-el_verger_centro_urbano-57556801487_106700/;38,8566211;0,0010538;El Verger;Alicante;415.000 €;85 m²;73 m²;260 m²;3.0;2.0;;;CBS635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2026
Chalet en Gran Alacant;57556828601,1065;https://www.pisos.com/comprar/chalet-gran_alacant-57556828601_106500/;38,240905914;-0,526366987;Santa Pola;Alicante;566.000 €;140 m²;140 m²;;3.0;3.0;;;7161;;;;;;;;;;;;TRUE;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;23/09/2025
"&#xC1;tico en calle";57556836872,1093;https://www.pisos.com/comprar/atico-la_siesta_el_salado_torreta_el_chaparral03184-57556836872_109300/;38,0057031828853;-0,691339072567045;Torrevieja;Alicante;325.000 €;;;;2.0;2.0;;;N9186;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;Desconocida
Chalet en Comunidad Valenciana;57556897545,1005;https://www.pisos.com/comprar/chalet-alcalali_centro_urbano-57556897545_100500/;38,7553531;-0,0421996;"Alcalal&#xED;";Alicante;400.000 €;140 m²;;348 m²;2.0;2.0;Menos de 5 años;;5665/5940;1;;;;;;;;;;;TRUE;;;;;;;;Propia;;;TRUE;;;;;;;;;;;;;;;;;28/01/2026
Chalet pareado en Avenida Antonio Pedrera Soler, 53;57556916946,9945;https://www.pisos.com/comprar/chalet_pareado-algorfa_centro_urbano-57556916946_994525/;38,063053;-0,79804534;Algorfa;Alicante;225.000 €;101 m²;90 m²;;3.0;2.0;Entre 10 y 20 años;En buen estado;Ref. F-32 Bungalow en residencial Paradise Golf en;Más de 2;TRUE;Gres;PVC;TRUE;TRUE;TRUE;TRUE;TRUE;;TRUE;Privado;Varias;True;True;True;True;;;Comunitaria;Más de 100 €;;;;;;TRUE;;;;;;;;;;;;;10/11/2025
Chalet en Costa Blanca Sur;57556927446,1005;https://www.pisos.com/comprar/chalet-ciudad_quesada-57556927446_100500/;38,054499544;-0,711794866;Rojales;Alicante;439.000 €;125 m²;;;3.0;2.0;Entre 30 y 50 años;;B11188/6084;;;;;;;;;;;;TRUE;;;;;;;;Comunitaria;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en calle Pilar de La Horadada;57556979020,1066;https://www.pisos.com/comprar/piso-pilar_de_la_horadada-57556979020_106600/;37,8654;-0,792503;Pilar de la Horadada;Alicante;215.000 €;80 m²;80 m²;;2.0;2.0;Menos de 5 años;;398;;;;;;;;;;;TRUE;TRUE;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;24/02/2026
Chalet en Catral;57557022625,1065;https://www.pisos.com/comprar/chalet-catral_centro_urbano-57557022625_106500/;38,1431464;-0,7974719;Catral;Alicante;450.000 €;250 m²;250 m²;;3.0;4.0;;;103156071-E-02492;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;09/01/2026
Chalet en Maryvilla;57557087623,1065;https://www.pisos.com/comprar/chalet-calpe_calp_maryvilla-57557087623_106500/;38,632055807;0,025659271;Calpe Calp;Alicante;525.000 €;210 m²;210 m²;;6.0;4.0;;;108831514-108831514;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;16/02/2026
Casa pareada en calle calle Josefa Botella Sempera;57557109685,1065;https://www.pisos.com/comprar/casa_pareada-gran_alacant-57557109685_106500/;38,239;-0,5485;Santa Pola;Alicante;312.000 €;93 m²;93 m²;;3.0;2.0;Menos de 5 años;;BAHÍA2;;;;;;;;;;;TRUE;TRUE;;;;;;Pareada;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;24/02/2026
"Piso en Carrer Maestro Alfonso Mar&#xED;n, 1";57557122608,1005;https://www.pisos.com/comprar/piso-zona_puerto_deportivo-57557122608_100500/;38,0961;-0,65846;Guardamar del Segura;Alicante;157.500 €;52 m²;45 m²;;1.0;1.0;Entre 20 y 30 años;;V2567/3481;1;;;;;;;;;;TRUE;;Sur;;;;;;1;Comunitaria;Entre 40 y 60 €;TRUE;;;TRUE;TRUE;;;;;;;TRUE;Bajo;;;;;;23/02/2026
"Casa en El Pin&#xF3;s - Pinoso";57557182252,1066;https://www.pisos.com/comprar/casa-el_pinos_pinoso-57557182252_106600/;38,402022645;-1,044199611;"El Pin&#xF3;s Pinoso";Alicante;159.000 €;263 m²;263 m²;;5.0;2.0;Más de 50 años;;0032;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/09/2025
"Casa en N&#xFA;cleo";57557198127,1066;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo-57557198127_106600/;37,8586813;-0,7935622;Pilar de la Horadada;Alicante;255.000 €;98 m²;98 m²;;2.0;2.0;;;394951__COMPLEX__360;;;;;;;;;;;;;;;;;;;;TRUE;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Playa del Cura;57557204094,1005;https://www.pisos.com/comprar/piso-playa_del_cura03182-57557204094_100500/;37,9783302;-0,6736717;Torrevieja;Alicante;195.000 €;52 m²;45 m²;;1.0;1.0;Menos de 5 años;;MWN9199-T/5187;1;;;;;;;;TRUE;;TRUE;;;;;;;;;Comunitaria;;;;;;;;;;;;;TRUE;Bajo;;;;;;Desconocida_Revisada
Piso en calle;57557250700,1093;https://www.pisos.com/comprar/piso-cala_de_villajoyosa-57557250700_109300/;38,5186790743987;-0,199247812912954;La Vila Joiosa Villajoyosa;Alicante;376.000 €;;;;2.0;2.0;;;N9230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida
Casa en Casco Antiguo;57557258773,1067;https://www.pisos.com/comprar/casa-calpe_calp_casco_antiguo-57557258773_106700/;38,6463038;0,0450048;Calpe Calp;Alicante;705.000 €;258 m²;;;7.0;3.0;;En buen estado;CBSA668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/11/2025
Casa en Dehesa de Campoamor-Aguamarina;57557278033,1056;https://www.pisos.com/comprar/casa-dehesa_de_campoamor_aguamarina03189-57557278033_105600/;37,900775795;-0,751260183;Orihuela;Alicante;199.000 €;84 m²;;45 m²;2.0;2.0;;;743487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en El Montg&#xF3;";57557305505,1056;https://www.pisos.com/comprar/casa-el_montgo03700-57557305505_105600/;38,8295449;0,1046336;"D&#xE9;nia";Alicante;262.500 €;92 m²;;25 m²;2.0;1.0;;;5-36-15529;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en calle Cr Denia-Javea, n&#xBA; 53";57557314985,1093;https://www.pisos.com/comprar/casa-denia_les_rotes-57557314985_109300/;38,829481;0,133889;"D&#xE9;nia";Alicante;1.345.000 €;190 m²;190 m²;1.600 m²;3.0;4.0;;A estrenar;ON-1837524;;;;;;Americana;;;;;;;;;;;;;TRUE;TRUE;;;;;;;;TRUE;;;;;;;;;;;;01/12/2025
Piso en Marina Baja;57557356987,1087;https://www.pisos.com/comprar/piso-casco_antiguo_playa_de_villajoyosa_zona_puerto-57557356987_108700/;38,5073676;-0,2273112;La Vila Joiosa Villajoyosa;Alicante;688.000 €;161 m²;161 m²;;3.0;3.0;Entre 5 y 10 años;;37426;;;;;;;;;;;TRUE;;;;;;;;1;TRUE;;;TRUE;TRUE;;;;;;;;;TRUE;;;True;;;;11/02/2026
"&#xC1;tico en Playa del Cura";57557378698,1005;https://www.pisos.com/comprar/atico-playa_del_cura03182-57557378698_100500/;37,9796543;-0,6703299;Torrevieja;Alicante;150.200 €;60 m²;57 m²;;2.0;1.0;Entre 20 y 30 años;;6-21.050/971;1;;Gres;;;;;;;;TRUE;;Sur;;;;;;;;Entre 40 y 60 €;TRUE;TRUE;;;TRUE;;;;;;;TRUE;4ª;;;;;;Desconocida_Revisada
Piso en Les Marines;57557454935,1066;https://www.pisos.com/comprar/piso-denia_les_marines03700-57557454935_106600/;38,8427519;0,0946795;"D&#xE9;nia";Alicante;248.000 €;92 m²;92 m²;;2.0;2.0;Entre 20 y 30 años;En buen estado;AP195;;;;;;;;;;;TRUE;TRUE;Sur;;;;;;;TRUE;;;;;;;;;;;;;TRUE;;;;;;;Desconocida_Revisada
Casa en Pinar de Campoverde;57557537656,1056;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_pinar_de_campoverde-57557537656_105600/;37,902509167;-0,854853892;Pilar de la Horadada;Alicante;495.000 €;250 m²;;473 m²;4.0;4.0;;;PIP769;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;19/01/2026
"Casa r&#xFA;stica en Sax";57557556173,1066;https://www.pisos.com/comprar/casa_rustica-sax_centro_urbano-57557556173_106600/;38,522100687;-0,810701184;Sax;Alicante;299.995 €;274 m²;274 m²;;5.0;2.0;;;109321808-18214;;;;;;;;;;;;;;;;;;Rústica;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Centre-Port-Platja Llevant;57557572098,1067;https://www.pisos.com/comprar/apartamento-centre_port_platja_llevant-57557572098_106700/;38,1988369;-0,5613023;Santa Pola;Alicante;315.000 €;118 m²;110 m²;;3.0;2.0;;;SE-ESC3-P1-5;;;;;;;;;;;TRUE;TRUE;;;;;;;1;TRUE;;;;;;;;;;;;;TRUE;;;;;;;24/02/2026
"Piso en Carrer Restaurador Vicente Bernab&#xE9;u, 190";57557585096,1005;https://www.pisos.com/comprar/piso-guardamar_del_segura_las_vinas03140-57557585096_100500/;38,0772;-0,651489;Guardamar del Segura;Alicante;189.900 €;65 m²;60 m²;;2.0;1.0;Entre 20 y 30 años;;V2514/3481;1;;;;;;;;;;TRUE;TRUE;Norte;;;;;;;Comunitaria;Entre 40 y 60 €;TRUE;;;;TRUE;;;;;;;;Bajo;;;;;;Desconocida_Revisada
Casa en Carrer la Sagra;57557586820,1005;https://www.pisos.com/comprar/casa-los_balcones_los_altos_punta_prima03185-57557586820_100500/;37,9559394;-0,7186384;Torrevieja;Alicante;185.000 €;94 m²;;;3.0;2.0;Entre 30 y 50 años;;7-814F3/1350;1;;Gres;;;;;;;;TRUE;TRUE;Sur;;;;;;;Comunitaria;;;TRUE;;TRUE;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
"Chalet en Urbanizaci&#xF3;n Golf Bah&#xED;a";57557588305,1085;https://www.pisos.com/comprar/chalet-urbanizacion_golf_bahia-57557588305_108500/;38,5442009;-0,1748298;Finestrat;Alicante;498.000 €;212 m²;125 m²;;4.0;3.0;;;CHA0032;TRUE;;;;;;;;;;;TRUE;;;;;;;1;Privada;;;TRUE;;TRUE;;;;;;;;;;;;;;;22/12/2025
